stockcode,year,roc,ey,EBIT,EV,label
BJD,2015,-40.17,-0.2908695652173913,-6690000.0,23000000.0,0
BJD,2016,3.22,0.0889063729346971,1130000.0,12710000.0,0
BJD,2017,2.67,0.0668652271034996,898000.0,13430000.0,0
BJW,2015,-1.52,0.0211565585331452,1050000.0,49630000.0,1
BJW,2016,-5.08,-0.0020382165605095,-96000.0,47100000.0,1
BJW,2017,-0.62,0.0094786729857819,340000.0,35870000.0,1
BJZ,2015,1.8,-0.1092057761732852,-1210000.0,11080000.0,1
BJZ,2016,7.4,0.1729490022172949,1560000.0,9020000.0,1
BJZ,2017,15.81,0.3988015978695073,5990000.0,15020000.0,1
BKA,2014,10.46,0.0979057591623036,14960000.0,152800000.0,0
BKA,2015,7.9,0.1029376450812454,12860000.0,124930000.0,0
BKA,2016,-2.77,-0.0317987152034261,-2970000.0,93400000.0,0
BKA,2017,0.2,0.0452898550724637,3750000.0,82800000.0,1
BKK,2015,1.51,0.1035657506245741,4560000.0,44030000.0,0
BKK,2016,2.03,0.116093366093366,3780000.0,32560000.000000004,0
BKK,2017,1.5,0.0755102040816326,2590000.0,34300000.0,0
BKW,2015,3.28,-0.1524913151364764,614540.0,-4030000.000000001,0
BKW,2016,1.8,-0.0063665730337078,-90660.0,14240000.0,0
BKW,2017,-0.95,-0.0711009174311926,-1240000.0,17440000.0,0
BKX,2014,9.92,0.144132479214938,21150000.0,146740000.0,0
BKX,2015,0.68,0.0456294079931609,4270000.0,93580000.0,1
BKX,2016,4.72,0.1052091112770724,11270000.0,107120000.0,0
BKX,2017,4.28,0.1304347826086956,11430000.0,87630000.0,1
BKZ,2014,-6.43,-0.0580995993131081,-2030000.0,34940000.0,0
BKZ,2015,-3.82,-0.1067880794701986,-1290000.0,12080000.0,0
BKZ,2016,0.65,0.1437615101289134,124900.0,868800.0,1
BKZ,2017,-15.46,1.3925233644859814,-1490000.0,-1070000.0,1
BLA,2015,-8.55,-0.2071393482888488,-12650000.0,61070000.0,0
BLA,2016,-21.08,-0.4953177257525084,-14810000.0,29900000.0,0
BLA,2017,2.0,-0.0398193073448218,-2380000.0,59770000.0,1
BLH,2015,9.04,0.3760373443983402,14500000.0,38560000.0,0
BLH,2016,10.69,0.7782290820471162,19160000.0,24620000.0,1
BLH,2017,6.63,0.2172966246694664,13970000.0,64290000.00000001,0
BLR,2014,22.04,-0.3392857142857143,1140000.0,-3360000.0,0
BLR,2015,-4.29,-0.1493562231759656,-348000.0,2330000.0,0
BLR,2016,11.96,0.001433389544688,34000.0,23720000.0,0
BLR,2017,2.07,0.0397779833487511,1290000.0,32430000.0,0
BLS,2014,3.68,0.1436820325281493,14930000.0,103910000.0,1
BLS,2015,5.74,0.4744292237442922,31170000.0,65700000.0,1
BLS,2016,4.15,0.4192933841357811,24210000.0,57740000.0,1
BLS,2017,5.25,0.1834869551632557,23490000.0,128020000.0,1
BLU,2015,1.34,-0.4721030042918455,1100000.0,-2330000.0,0
BLU,2016,17.93,-0.4544524053224155,-8880000.0,19540000.0,0
BLU,2017,-12.59,-1.237006237006237,-11900000.0,9620000.0,0
BLW,2014,7.62,0.4565130260521042,11390000.0,24950000.0,0
BLW,2015,4.18,0.0734055354993983,1220000.0,16620000.000000002,0
BLW,2016,6.11,0.1887417218543046,5130000.0,27180000.0,0
BLW,2017,6.95,0.2209574824238366,6600000.0,29870000.0,0
BMGU,2017,3.51,0.057748910397917,40810000.0,706680000.0,0
BN2,2014,19.01,0.297316384180791,25260000.0,84960000.0,1
BN2,2015,14.75,0.4371463217461601,21630000.0,49480000.0,1
BN2,2016,17.3,0.1975975549079536,27800000.0,140690000.0,1
BN2,2017,20.55,0.1067291311754684,37590000.0,352200000.0,0
BN2,2014,19.01,0.297316384180791,25260000.0,84960000.0,1
BN2,2015,14.75,0.4371463217461601,21630000.0,49480000.0,1
BN2,2016,17.3,0.1975975549079536,27800000.0,140690000.0,1
BN2,2017,20.55,0.1067291311754684,37590000.0,352200000.0,0
BNE,2014,2.12,0.062766259585345,33150000.0,528150000.0,0
BNE,2015,-11.45,0.0182643625256286,8730000.0,477980000.0,0
BNE,2016,-2.7,0.0198038728423145,10360000.0,523130000.0,0
BNE,2017,1.79,0.0576105029042776,26680000.0,463110000.0,0
BOU,2014,-24.02,-0.143694327238631,-6130000.0,42660000.0,0
BOU,2015,-33.11,-0.7643229166666666,-5870000.0,7680000.0,0
BOU,2016,-53.25,-2.627906976744186,-5650000.0,2150000.0,0
BOU,2017,-843.82,-3.134831460674157,-5580000.0,1780000.0,0
BPF,2014,2.46,0.0741780635811973,16379999.999999998,220820000.0,0
BPF,2015,2.98,0.0635800292206156,12620000.0,198490000.0,0
BPF,2016,1.37,0.0681209337925755,10680000.0,156780000.0,1
BPF,2017,3.33,0.0766723747445174,13880000.0,181030000.0,1
BQC,2015,22.45,45.45454545454545,2370000.0,52140.0,1
BQC,2016,-328.91,-0.0092063492063492,-638000.0,69300000.0,0
BQC,2017,2.64,0.001704859957932,154000.0,90330000.0,0
BQD,2015,-0.1,-8.296683247229637,-4320000.0,520690.00000000006,0
BQD,2016,0.75,-0.0881458966565349,-4930000.0,55930000.0,0
BQD,2017,-13.0,0.0306826178747361,2180000.0,71050000.0,0
BQF,2014,7.61,0.065307595165073,7240000.0,110860000.0,0
BQF,2015,8.41,0.0226277372262773,2170000.0,95900000.0,0
BQF,2016,-1.01,-0.0515500653284238,-4340000.0,84190000.0,0
BQF,2017,-3.48,-0.0738112136266855,-6240000.0,84540000.0,0
BQM,2015,3.46,0.1915218354586184,38900000.0,203110000.0,1
BQM,2016,-2.64,0.1258984465569209,21720000.0,172520000.0,1
BQM,2017,-2.74,0.1509942501197891,25210000.0,166960000.0,1
BQN,2014,2.48,-0.0054451446114073,-337000.0,61890000.0,0
BQN,2015,-2.07,0.0079308712121212,335000.0,42240000.0,0
BQN,2016,-18.35,-0.2063740856844305,-7900000.0,38280000.0,0
BQN,2017,-50.64,-0.61,-15860000.0,26000000.0,1
BQP,2014,-4.98,0.0401545305549051,3430000.0,85420000.0,0
BQP,2015,7.48,0.2412123105764724,15440000.0,64010000.00000001,0
BQP,2016,6.95,0.1853589863913655,11850000.0,63930000.0,0
BQP,2017,3.95,0.0902885110767645,7010000.0,77640000.0,0
BRD,2014,-6.81,0.0153976721629485,1270000.0,82480000.0,0
BRD,2015,3.79,-0.0065242538752217,-846000.0,129670000.0,0
BRD,2016,11.57,0.1297852474323062,13900000.0,107100000.0,0
BRD,2017,4.96,0.1425046792581249,16750000.0,117540000.0,0
BRS,2014,6.36,-0.0759193357058125,-1920000.0,25290000.0,0
BRS,2015,4.1,-0.0737704918032786,-3870000.0,52460000.0,0
BRS,2016,-6.42,-0.063953488372093,-3630000.0,56760000.0,0
BRS,2017,-1.64,-0.030317928548017,-1850000.0,61020000.0,0
BRS,2014,6.36,-0.0759193357058125,-1920000.0,25290000.0,0
BRS,2015,4.1,-0.0737704918032786,-3870000.0,52460000.0,0
BRS,2016,-6.42,-0.063953488372093,-3630000.0,56760000.0,0
BRS,2017,-1.64,-0.030317928548017,-1850000.0,61020000.0,0
BRS,2014,6.36,-0.0759193357058125,-1920000.0,25290000.0,0
BRS,2015,4.1,-0.0737704918032786,-3870000.0,52460000.0,0
BRS,2016,-6.42,-0.063953488372093,-3630000.0,56760000.0,0
BRS,2017,-1.64,-0.030317928548017,-1850000.0,61020000.0,0
BTE,2014,6.57,0.0849411216818575,51070000.0,601240000.0,0
BTE,2015,6.12,0.1062083333333333,50980000.0,480000000.0,0
BTE,2016,6.24,0.0996316796641906,48420000.0,485990000.0,0
BTE,2017,6.93,0.0931644835019068,44950000.0,482480000.0,0
BTG,2015,-3.98,-1.0263157894736843,-7410000.0,7220000.0,0
BTG,2016,0.68,-2.2334096109839816,-9760000.0,4370000.0,0
BTG,2017,-11.45,-0.3384976525821596,-721000.0,2130000.0,1
BTJ,2014,0.26,-0.1745554035567715,-6380000.0,36550000.0,0
BTJ,2015,-28.27,-0.6576867816091954,-18310000.0,27840000.0,0
BTJ,2016,-8.03,0.361864406779661,-4270000.0,-11800000.0,0
BTJ,2017,-4.38,0.1668632075471698,-2830000.0,-16960000.0,1
BTM,2014,24.06,0.3472859327217125,36340000.0,104640000.0,0
BTM,2015,14.16,0.2387859253290357,17780000.0,74460000.0,0
BTM,2016,-4.1,-0.1070577014783023,-4490000.0,41940000.0,1
BTM,2017,1.61,-0.0610774992797464,-2120000.0,34710000.0,1
BTM,2014,24.06,0.3472859327217125,36340000.0,104640000.0,0
BTM,2015,14.16,0.2387859253290357,17780000.0,74460000.0,0
BTM,2016,-4.1,-0.1070577014783023,-4490000.0,41940000.0,1
BTM,2017,1.61,-0.0610774992797464,-2120000.0,34710000.0,1
BTP,2014,5.92,0.1663106934358536,11680000.0,70230000.0,0
BTP,2015,4.11,0.105381670794866,4680000.0,44410000.0,0
BTP,2016,-3.75,-0.3616438356164383,-5280000.0,14600000.0,0
BTP,2017,-5.11,-0.199002493765586,-7980000.0,40100000.0,0
BTX,2014,1.62,-0.0731575562700964,-455040.0,6220000.0,0
BTX,2015,2.77,0.0521778846153846,-434120.0,-8320000.0,0
BTX,2016,-5.74,0.9957446808510638,-4680000.0,-4700000.0,0
BTX,2017,-13.81,0.9600431965442764,-8890000.0,-9260000.0,0
BTX,2014,1.62,-0.0731575562700964,-455040.0,6220000.0,0
BTX,2015,2.77,0.0521778846153846,-434120.0,-8320000.0,0
BTX,2016,-5.74,0.9957446808510638,-4680000.0,-4700000.0,0
BTX,2017,-13.81,0.9600431965442764,-8890000.0,-9260000.0,0
BTX,2014,1.62,-0.0731575562700964,-455040.0,6220000.0,0
BTX,2015,2.77,0.0521778846153846,-434120.0,-8320000.0,0
BTX,2016,-5.74,0.9957446808510638,-4680000.0,-4700000.0,0
BTX,2017,-13.81,0.9600431965442764,-8890000.0,-9260000.0,0
BVP,2015,17.19,0.2425194246982972,14670000.0,60490000.0,1
BVP,2016,7.69,0.1624590930341281,6950000.0,42780000.0,1
BVP,2017,4.9,0.0833044081916001,4800000.0,57620000.0,0
BVQ,2016,9.31,0.0741181562432373,6850000.0,92420000.0,0
BVQ,2017,-3.83,-0.0559240277359059,-3710000.0,66340000.0,0
BVQ,2016,9.31,0.0741181562432373,6850000.0,92420000.0,0
BVQ,2017,-3.83,-0.0559240277359059,-3710000.0,66340000.0,0
BVQ,2016,9.31,0.0741181562432373,6850000.0,92420000.0,0
BVQ,2017,-3.83,-0.0559240277359059,-3710000.0,66340000.0,0
C05,2014,7.62,0.2147335423197492,8220000.000000001,38280000.0,1
C05,2015,11.87,0.5786393562545721,7910000.0,13670000.0,1
C05,2016,8.73,0.186435613982671,6240000.0,33470000.0,1
C05,2017,8.51,0.1067961165048543,3520000.0,32960000.0,0
C06,2014,-8.21,0.0223440632000943,3790000.0,169620000.0,0
C06,2015,-3.67,0.0012306470821754,155000.0,125950000.0,0
C06,2016,-14.25,-0.1253778510579829,-18250000.0,145560000.0,0
C06,2017,-9.3,-0.099678905486528,-14280000.0,143260000.0,0
C06,2014,-8.21,0.0223440632000943,3790000.0,169620000.0,0
C06,2015,-3.67,0.0012306470821754,155000.0,125950000.0,0
C06,2016,-14.25,-0.1253778510579829,-18250000.0,145560000.0,0
C06,2017,-9.3,-0.099678905486528,-14280000.0,143260000.0,0
C06,2014,-8.21,0.0223440632000943,3790000.0,169620000.0,0
C06,2015,-3.67,0.0012306470821754,155000.0,125950000.0,0
C06,2016,-14.25,-0.1253778510579829,-18250000.0,145560000.0,0
C06,2017,-9.3,-0.099678905486528,-14280000.0,143260000.0,0
C13,2014,10.79,0.1117793352927877,24720000.0,221150000.0,0
C13,2015,29.0,0.4443928757904508,76600000.0,172370000.0,0
C13,2016,2.88,0.0231032940825756,6200000.0,268360000.0,0
C13,2017,-28.69,-0.0217403002744443,-4040000.0,185830000.0,0
C13,2014,10.79,0.1117793352927877,24720000.0,221150000.0,0
C13,2015,29.0,0.4443928757904508,76600000.0,172370000.0,0
C13,2016,2.88,0.0231032940825756,6200000.0,268360000.0,0
C13,2017,-28.69,-0.0217403002744443,-4040000.0,185830000.0,0
C13,2014,10.79,0.1117793352927877,24720000.0,221150000.0,0
C13,2015,29.0,0.4443928757904508,76600000.0,172370000.0,0
C13,2016,2.88,0.0231032940825756,6200000.0,268360000.0,0
C13,2017,-28.69,-0.0217403002744443,-4040000.0,185830000.0,0
C33,2015,11.83,0.1881676990753209,20960000.0,111390000.0,0
C33,2016,3.56,0.1762870514820592,25990000.0,147430000.0,0
C33,2017,6.36,0.2473084724606022,31700000.0,128180000.0,0
C33,2015,11.83,0.1881676990753209,20960000.0,111390000.0,0
C33,2016,3.56,0.1762870514820592,25990000.0,147430000.0,0
C33,2017,6.36,0.2473084724606022,31700000.0,128180000.0,0
C41,2014,9.69,0.1041204046385393,21100000.0,202650000.0,1
C41,2015,5.26,0.0791945612123099,15260000.0,192690000.0,1
C41,2016,7.0,0.0947658694384048,17870000.0,188570000.0,1
C41,2017,12.73,0.1931538760191536,29850000.0,154540000.0,1
C41,2014,9.69,0.1041204046385393,21100000.0,202650000.0,1
C41,2015,5.26,0.0791945612123099,15260000.0,192690000.0,1
C41,2016,7.0,0.0947658694384048,17870000.0,188570000.0,1
C41,2017,12.73,0.1931538760191536,29850000.0,154540000.0,1
C41,2014,9.69,0.1041204046385393,21100000.0,202650000.0,1
C41,2015,5.26,0.0791945612123099,15260000.0,192690000.0,1
C41,2016,7.0,0.0947658694384048,17870000.0,188570000.0,1
C41,2017,12.73,0.1931538760191536,29850000.0,154540000.0,1
C76,2015,-28.68,0.8948551448551448,-35830000.0,-40040000.0,1
C76,2016,2.71,0.7681792291627112,-40460000.0,-52670000.0,1
C76,2017,-27.23,0.922321686399076,-31940000.0,-34630000.0,1
C9Q,2014,4.17,-0.1696235395932497,3920000.0,-23110000.0,1
C9Q,2015,7.53,-0.2636746143057503,7520000.0,-28520000.0,1
C9Q,2016,15.15,-2.850220264317181,19410000.0,-6810000.0,1
C9Q,2017,10.5,0.3278914240755311,16670000.000000002,50840000.0,1
C9Q,2014,4.17,-0.1696235395932497,3920000.0,-23110000.0,1
C9Q,2015,7.53,-0.2636746143057503,7520000.0,-28520000.0,1
C9Q,2016,15.15,-2.850220264317181,19410000.0,-6810000.0,1
C9Q,2017,10.5,0.3278914240755311,16670000.000000002,50840000.0,1
C9Q,2014,4.17,-0.1696235395932497,3920000.0,-23110000.0,1
C9Q,2015,7.53,-0.2636746143057503,7520000.0,-28520000.0,1
C9Q,2016,15.15,-2.850220264317181,19410000.0,-6810000.0,1
C9Q,2017,10.5,0.3278914240755311,16670000.000000002,50840000.0,1
CHJ,2014,0.98,0.0279801807053337,4800000.0,171550000.0,0
CHJ,2015,1.14,0.0484052064706616,11640000.0,240470000.0,0
CHJ,2016,-5.46,0.0149407718761941,3910000.0,261700000.0,0
CHJ,2017,2.33,0.05800069554465,15010000.0,258790000.00000003,1
CHZ,2017,20.85,0.1179925778465924,48010000.0,406890000.0,0
CIN,2014,-10.33,-0.0954468466673308,-9580000.0,100370000.0,0
CIN,2015,-50.88,-0.0844458052663808,-13790000.0,163300000.0,0
CIN,2016,-42.54,-0.0618766999093381,-8189999.999999999,132360000.0,0
CIN,2017,25.25,0.0154263986963606,1420000.0,92050000.0,0
CIN,2014,-10.33,-0.0954468466673308,-9580000.0,100370000.0,0
CIN,2015,-50.88,-0.0844458052663808,-13790000.0,163300000.0,0
CIN,2016,-42.54,-0.0618766999093381,-8189999.999999999,132360000.0,0
CIN,2017,25.25,0.0154263986963606,1420000.0,92050000.0,0
CJN,2015,4.09,0.051560760353021,759490.0,14730000.0,0
CJN,2016,-11.45,-0.1447154471544715,-1780000.0,12300000.0,0
CJN,2017,-12.86,-0.0900447427293064,-1610000.0,17880000.0,0
CLN,2017,23.14,0.1409633631452308,31050000.0,220270000.0,0
CLN,2017,23.14,0.1409633631452308,31050000.0,220270000.0,0
CNE,2017,14.02,0.0424130663856691,4830000.0,113880000.0,0
CNE,2017,14.02,0.0424130663856691,4830000.0,113880000.0,0
CTO,2014,1.19,-0.0393621316108195,-1950000.0,49540000.0,0
CTO,2015,5.36,-0.0599484314568113,-2790000.0,46540000.0,0
CTO,2016,4.64,0.0033643122676579,181000.0,53800000.0,0
CTO,2017,1.43,-0.0986420218785364,-5230000.0,53020000.0,0
CTO,2014,1.19,-0.0393621316108195,-1950000.0,49540000.0,0
CTO,2015,5.36,-0.0599484314568113,-2790000.0,46540000.0,0
CTO,2016,4.64,0.0033643122676579,181000.0,53800000.0,0
CTO,2017,1.43,-0.0986420218785364,-5230000.0,53020000.0,0
CTO,2014,1.19,-0.0393621316108195,-1950000.0,49540000.0,0
CTO,2015,5.36,-0.0599484314568113,-2790000.0,46540000.0,0
CTO,2016,4.64,0.0033643122676579,181000.0,53800000.0,0
CTO,2017,1.43,-0.0986420218785364,-5230000.0,53020000.0,0
CTO,2014,1.19,-0.0393621316108195,-1950000.0,49540000.0,0
CTO,2015,5.36,-0.0599484314568113,-2790000.0,46540000.0,0
CTO,2016,4.64,0.0033643122676579,181000.0,53800000.0,0
CTO,2017,1.43,-0.0986420218785364,-5230000.0,53020000.0,0
CTO,2014,1.19,-0.0393621316108195,-1950000.0,49540000.0,0
CTO,2015,5.36,-0.0599484314568113,-2790000.0,46540000.0,0
CTO,2016,4.64,0.0033643122676579,181000.0,53800000.0,0
CTO,2017,1.43,-0.0986420218785364,-5230000.0,53020000.0,0
CTO,2014,1.19,-0.0393621316108195,-1950000.0,49540000.0,0
CTO,2015,5.36,-0.0599484314568113,-2790000.0,46540000.0,0
CTO,2016,4.64,0.0033643122676579,181000.0,53800000.0,0
CTO,2017,1.43,-0.0986420218785364,-5230000.0,53020000.0,0
CTO,2014,1.19,-0.0393621316108195,-1950000.0,49540000.0,0
CTO,2015,5.36,-0.0599484314568113,-2790000.0,46540000.0,0
CTO,2016,4.64,0.0033643122676579,181000.0,53800000.0,0
CTO,2017,1.43,-0.0986420218785364,-5230000.0,53020000.0,0
CTO,2014,1.19,-0.0393621316108195,-1950000.0,49540000.0,0
CTO,2015,5.36,-0.0599484314568113,-2790000.0,46540000.0,0
CTO,2016,4.64,0.0033643122676579,181000.0,53800000.0,0
CTO,2017,1.43,-0.0986420218785364,-5230000.0,53020000.0,0
D8DU,2015,2.71,0.0744915461896593,33440000.0,448910000.0,0
D8DU,2016,-7.95,0.101397825604615,36560000.0,360560000.0,0
D8DU,2017,-34.6,0.0863023890220715,20880000.0,241940000.0,0
D8DU,2015,2.71,0.0744915461896593,33440000.0,448910000.0,0
D8DU,2016,-7.95,0.101397825604615,36560000.0,360560000.0,0
D8DU,2017,-34.6,0.0863023890220715,20880000.0,241940000.0,0
D8DU,2015,2.71,0.0744915461896593,33440000.0,448910000.0,0
D8DU,2016,-7.95,0.101397825604615,36560000.0,360560000.0,0
D8DU,2017,-34.6,0.0863023890220715,20880000.0,241940000.0,0
DM0,2015,2.18,0.2065727699530516,14960000.0,72420000.0,0
DM0,2016,3.79,0.4848148969186433,21870000.0,45110000.0,0
DM0,2017,4.04,0.2,28620000.0,143100000.0,1
DU4,2014,2.62,0.0200144410848865,8870000.0,443180000.0,0
DU4,2015,-48.37,-0.0776860675192178,-21930000.0,282290000.0,0
DU4,2016,4.43,0.0299179744914892,6310000.0,210910000.0,0
DU4,2017,1.02,0.0001923787055082,37510.0,194980000.0,0
E27,2014,-23.77,-0.3590778097982709,-6230000.0,17350000.0,0
E27,2015,-10.53,-0.0551724137931034,-1360000.0,24650000.0,1
E27,2016,-5.68,0.1323529411764706,-1620000.0,-12240000.0,1
E27,2017,9.79,0.0092459091429225,808000.0,87390000.0,1
E28,2014,5.43,0.1140198229552848,15070000.0,132170000.0,1
E28,2015,4.45,0.1601031814273431,18620000.0,116300000.0,1
E28,2016,7.58,0.1222698072805139,17130000.0,140100000.0,1
E28,2017,13.42,0.1201645722463217,26870000.0,223610000.0,1
E3B,2014,30.85,0.8797470936161533,215670000.0,245150000.0,0
E3B,2015,11.19,0.3794332808593388,81950000.0,215980000.0,0
E3B,2016,4.37,0.1222737658381222,17660000.0,144430000.0,0
E3B,2017,4.18,0.0631785186612706,19670000.0,311340000.0,0
E3B,2014,30.85,0.8797470936161533,215670000.0,245150000.0,0
E3B,2015,11.19,0.3794332808593388,81950000.0,215980000.0,0
E3B,2016,4.37,0.1222737658381222,17660000.0,144430000.0,0
E3B,2017,4.18,0.0631785186612706,19670000.0,311340000.0,0
E6R,2014,0.51,0.0499856637675618,10460000.0,209260000.0,0
E6R,2015,-57.56,-0.1038391069069836,-24370000.0,234690000.0,0
E6R,2016,-80.62,-0.1696642223079891,-21980000.0,129550000.0,0
E6R,2017,11.99,0.0655691372853811,9280000.0,141530000.0,0
E6R,2014,0.51,0.0499856637675618,10460000.0,209260000.0,0
E6R,2015,-57.56,-0.1038391069069836,-24370000.0,234690000.0,0
E6R,2016,-80.62,-0.1696642223079891,-21980000.0,129550000.0,0
E6R,2017,11.99,0.0655691372853811,9280000.0,141530000.0,0
E6R,2014,0.51,0.0499856637675618,10460000.0,209260000.0,0
E6R,2015,-57.56,-0.1038391069069836,-24370000.0,234690000.0,0
E6R,2016,-80.62,-0.1696642223079891,-21980000.0,129550000.0,0
E6R,2017,11.99,0.0655691372853811,9280000.0,141530000.0,0
E6R,2014,0.51,0.0499856637675618,10460000.0,209260000.0,0
E6R,2015,-57.56,-0.1038391069069836,-24370000.0,234690000.0,0
E6R,2016,-80.62,-0.1696642223079891,-21980000.0,129550000.0,0
E6R,2017,11.99,0.0655691372853811,9280000.0,141530000.0,0
ER0,2014,12.98,0.0561883713022781,13220000.0,235280000.0,1
ER0,2015,17.87,0.0864867483889723,17850000.0,206390000.0,1
ER0,2016,11.77,0.1615412729076384,30940000.0,191530000.0,0
ER0,2017,7.73,0.0451679263002549,20200000.0,447220000.0,0
F03,2014,-7.11,0.1828184511214557,34560000.0,189040000.0,1
F03,2015,0.12,0.180316426244765,23250000.0,128940000.0,1
F03,2016,8.38,0.0783323546682325,20010000.0,255450000.0,1
F03,2017,7.92,0.0990422535211267,35160000.0,355000000.0,1
F13,2014,5.89,0.5676359039190898,4490000.0,7910000.0,1
F13,2015,7.97,0.2030970815961882,6820000.0,33580000.0,1
F13,2016,5.99,0.1125815470643056,6040000.0,53650000.0,1
F13,2017,2.71,0.1101762184473726,6940000.0,62990000.0,1
F13,2014,5.89,0.5676359039190898,4490000.0,7910000.0,1
F13,2015,7.97,0.2030970815961882,6820000.0,33580000.0,1
F13,2016,5.99,0.1125815470643056,6040000.0,53650000.0,1
F13,2017,2.71,0.1101762184473726,6940000.0,62990000.0,1
F13,2014,5.89,0.5676359039190898,4490000.0,7910000.0,1
F13,2015,7.97,0.2030970815961882,6820000.0,33580000.0,1
F13,2016,5.99,0.1125815470643056,6040000.0,53650000.0,1
F13,2017,2.71,0.1101762184473726,6940000.0,62990000.0,1
F13,2014,5.89,0.5676359039190898,4490000.0,7910000.0,1
F13,2015,7.97,0.2030970815961882,6820000.0,33580000.0,1
F13,2016,5.99,0.1125815470643056,6040000.0,53650000.0,1
F13,2017,2.71,0.1101762184473726,6940000.0,62990000.0,1
F13,2014,5.89,0.5676359039190898,4490000.0,7910000.0,1
F13,2015,7.97,0.2030970815961882,6820000.0,33580000.0,1
F13,2016,5.99,0.1125815470643056,6040000.0,53650000.0,1
F13,2017,2.71,0.1101762184473726,6940000.0,62990000.0,1
F86,2014,19.23,0.0167458056346945,5290000.0,315900000.0,0
F86,2015,-0.32,0.0135002339728591,5770000.0,427400000.0,0
F86,2016,-1.95,0.0113950998609453,9260000.0,812630000.0,0
F86,2017,0.49,0.0224993747015621,19790000.0,879580000.0,0
F86,2014,19.23,0.0167458056346945,5290000.0,315900000.0,0
F86,2015,-0.32,0.0135002339728591,5770000.0,427400000.0,0
F86,2016,-1.95,0.0113950998609453,9260000.0,812630000.0,0
F86,2017,0.49,0.0224993747015621,19790000.0,879580000.0,0
F9D,2014,13.27,0.1240131254317576,100530000.0,810640000.0,0
F9D,2015,5.96,0.1469651924544187,55860000.0,380090000.0,0
F9D,2016,8.48,0.1308102812653071,50740000.0,387890000.0,1
F9D,2017,6.89,0.1550531516694115,51780000.0,333950000.0,1
FQ7,2014,-2550.0,-0.0954946131243878,-1950000.0,20420000.0,0
FQ7,2017,-44.8,-0.0041102154273801,-295730.0,71950000.0,0
FQ7,2014,-2550.0,-0.0954946131243878,-1950000.0,20420000.0,0
FQ7,2017,-44.8,-0.0041102154273801,-295730.0,71950000.0,0
G0I,2015,10.44,0.5159672736869887,19550000.0,37890000.0,1
G0I,2016,7.06,0.2697952527631817,14890000.0,55190000.0,1
G0I,2017,7.71,0.2807481579444549,14860000.0,52930000.0,0
G0I,2015,10.44,0.5159672736869887,19550000.0,37890000.0,1
G0I,2016,7.06,0.2697952527631817,14890000.0,55190000.0,1
G0I,2017,7.71,0.2807481579444549,14860000.0,52930000.0,0
G41,2014,1.69,-0.0146204400419087,-6140000.0,419960000.0,1
G41,2015,2.67,0.0150016044496737,5610000.0,373960000.0,0
G41,2016,6.5,0.0200492937719215,8460000.0,421960000.0,1
G41,2017,4.56,0.0116913656934954,5270000.0,450760000.0,1
G50,2015,-10.02,-0.2563573883161512,-3730000.0,14550000.0,1
G50,2016,4.23,0.0448920863309352,1560000.0,34750000.0,0
G50,2017,1.09,0.0316636387230729,1220000.0,38530000.0,1
G50,2015,-10.02,-0.2563573883161512,-3730000.0,14550000.0,1
G50,2016,4.23,0.0448920863309352,1560000.0,34750000.0,0
G50,2017,1.09,0.0316636387230729,1220000.0,38530000.0,1
G50,2015,-10.02,-0.2563573883161512,-3730000.0,14550000.0,1
G50,2016,4.23,0.0448920863309352,1560000.0,34750000.0,0
G50,2017,1.09,0.0316636387230729,1220000.0,38530000.0,1
H07,2014,4.97,0.1027761648436151,65489999.99999999,637210000.0,0
H07,2015,4.14,0.091292223841815,57620000.0,631160000.0,0
H07,2016,5.04,0.0763394305216692,54130000.0,709070000.0,0
H07,2017,7.1,0.2018111540585312,91370000.0,452750000.0,0
H12,2014,1.8,0.0394620461297711,17400000.0,440930000.0,0
H12,2015,0.43,0.0323597139740637,13350000.0,412550000.0,0
H12,2016,1.14,0.0373889550325121,16329999.999999998,436760000.0,0
H12,2017,1.1,0.0376589215256466,17180000.0,456200000.0,0
H12,2014,1.8,0.0394620461297711,17400000.0,440930000.0,0
H12,2015,0.43,0.0323597139740637,13350000.0,412550000.0,0
H12,2016,1.14,0.0373889550325121,16329999.999999998,436760000.0,0
H12,2017,1.1,0.0376589215256466,17180000.0,456200000.0,0
H12,2014,1.8,0.0394620461297711,17400000.0,440930000.0,0
H12,2015,0.43,0.0323597139740637,13350000.0,412550000.0,0
H12,2016,1.14,0.0373889550325121,16329999.999999998,436760000.0,0
H12,2017,1.1,0.0376589215256466,17180000.0,456200000.0,0
H18,2014,2.82,0.0373923925821987,29580000.0,791070000.0,1
H18,2015,7.44,0.0403387981867139,23670000.0,586780000.0,1
H18,2016,3.75,0.0453352456077447,31610000.0,697250000.0,0
H18,2017,2.76,0.0508078838535004,40910000.0,805190000.0,0
H19,2015,3.25,0.021180030257186,3500000.0,165250000.0,1
H19,2016,3.18,0.0155614677978013,3100000.0,199210000.0,0
H19,2017,3.68,0.0206246317030053,3850000.0,186670000.0,1
H20,2014,-29.5,-0.0456165359942979,-3840000.0,84180000.0,0
H20,2015,4.48,0.058590511285122,6360000.0,108550000.0,0
H20,2016,-76.95,-0.026244146792987,-2410000.0,91830000.0,0
H20,2014,-29.5,-0.0456165359942979,-3840000.0,84180000.0,0
H20,2015,4.48,0.058590511285122,6360000.0,108550000.0,0
H20,2016,-76.95,-0.026244146792987,-2410000.0,91830000.0,0
